system,task,model,precision,input_tokens,output_tokens,batch,concurrency,metric,runs,mean,std,ci95_low,ci95_high,data_source
default,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,410.458698,10.013503908675407,398.02529070072507,422.892105299275,actual_test_variant_0829
default,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,111.404615,2.3433814678739378,108.49492259728304,114.31430740271698,actual_test_variant_0829
default,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,358.258586,3.5652997651676945,353.8316816387869,362.68549036121306,actual_test_variant_0829
default,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,508.65532900000005,17.263980839830396,487.21926552550303,530.0913924744971,actual_test_variant_0829
default,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,878.631489,6.457684146428212,870.6132150836089,886.6497629163911,actual_test_variant_0829
default,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,1312.519529,43.242419934325135,1258.8269729723395,1366.2120850276604,actual_test_variant_0829
default,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,271.764404,8.011140100664045,261.817259752439,281.71154824756104,actual_test_variant_0829
flexgen,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,16.631919,0.4995440500521454,16.01165313753335,17.25218486246665,actual_test_variant_0829
flexgen,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,16.409161,0.35713800591298034,15.96571559566757,16.852606404332434,actual_test_variant_0829
flexgen,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,30.535872,1.0724742424855713,29.20421934410481,31.867524655895192,actual_test_variant_0829
flexgen,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,43.040656,0.984937446264991,41.81769463249,44.263617367509994,actual_test_variant_0829
flexgen,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,6.51431,0.04684005163852836,6.456150394206434,6.572469605793566,actual_test_variant_0829
flexgen,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,2412.811599,29.169789948735485,2376.592520985489,2449.030677014511,actual_test_variant_0829
flexgen,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,3134.559748,71.24958495202542,3046.091703478109,3223.027792521891,actual_test_variant_0829
flexgen,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,4376.548461,79.35398536904704,4278.017474253266,4475.079447746734,actual_test_variant_0829
flexgen,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,7126.322541,123.61138419985976,6972.838735470899,7279.8063465291,actual_test_variant_0829
flexgen,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,890.139962,16.598552003021847,869.5301375555347,910.7497864444653,actual_test_variant_0829
flexgen,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,138.493993,4.155697281259789,133.33401329842644,143.65397270157354,actual_test_variant_0829
flexgen,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,149.195659,3.9115315109644024,144.3388511449959,154.0524668550041,actual_test_variant_0829
flexgen,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,291.462618,8.460182312667381,280.95791420412064,301.9673217958794,actual_test_variant_0829
flexgen,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,453.595726,13.0120385007257,437.4391462504076,469.75230574959244,actual_test_variant_0829
flexgen,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,98.006364,3.3177801476220505,93.88679583674252,102.12593216325749,actual_test_variant_0829
flexgen,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,393.82057199999997,8.474334783872864,383.29829559013916,404.3428484098608,actual_test_variant_0829
flexgen,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,465.308167,11.286627372780922,451.2939681300768,479.32236586992326,actual_test_variant_0829
flexgen,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,801.760607,15.392670272578407,782.6480824863181,820.873131513682,actual_test_variant_0829
flexgen,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,1112.580777,29.901558682235837,1075.4530880940904,1149.7084659059094,actual_test_variant_0829
flexgen,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,278.575684,4.293626864095204,273.24444210113245,283.9069258988676,actual_test_variant_0829
neo,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,14.021297,0.5152814977223616,13.381490515337628,14.661103484662373,actual_test_variant_0829
neo,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,16.642333,0.5191256833441202,15.997753328448677,17.286912671551324,actual_test_variant_0829
neo,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,26.776651,0.4888972422247855,26.169604895508378,27.383697104491624,actual_test_variant_0829
neo,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,42.245675,0.9735632609389082,41.036836548918295,43.4545134510817,actual_test_variant_0829
neo,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,5.164271,0.05893149830523546,5.091097880194183,5.237444119805818,actual_test_variant_0829
neo,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,1942.8957130000001,46.86164325890978,1884.7092976687436,2001.0821283312566,actual_test_variant_0829
neo,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,2674.911038,59.20936443367996,2601.3929018261733,2748.429174173827,actual_test_variant_0829
neo,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,4936.424266,49.2079151089735,4875.32456938252,4997.52396261748,actual_test_variant_0829
neo,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,6935.872861,67.64651563450217,6851.87861793271,7019.86710406729,actual_test_variant_0829
neo,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,796.333089,15.725452571374694,776.8073606866632,815.8588173133368,actual_test_variant_0829
neo,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,121.207841,2.166822486771814,118.51737552767709,123.89830647232291,actual_test_variant_0829
neo,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,170.141339,6.0133149338867184,162.67482233673178,177.6078556632682,actual_test_variant_0829
neo,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,232.216027,6.993617300643308,223.5323041805762,240.8997498194238,actual_test_variant_0829
neo,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,340.91452,8.066540117840196,330.89858754561146,350.9304524543885,actual_test_variant_0829
neo,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,84.207037,1.3215903584725093,82.56606583151148,85.84800816848852,actual_test_variant_0829
neo,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,336.63965,3.5574002230350823,332.2225542158553,341.0567457841447,actual_test_variant_0829
neo,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,387.885395,10.262448656106631,375.14288197029776,400.62790802970227,actual_test_variant_0829
neo,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,752.9678170000001,26.014366276724754,720.6667149581048,785.2689190418954,actual_test_variant_0829
neo,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,924.963694,40.904876221288426,874.1735818450449,975.7538061549552,actual_test_variant_0829
neo,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,251.21513,7.2246312688287055,242.2445654531982,260.1856945468018,actual_test_variant_0829
ramses,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,11.772132,0.20850213271091483,11.513242408264153,12.031021591735845,actual_test_variant_0829
ramses,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,14.006145,0.2928912671752096,13.642472458160261,14.369817541839739,actual_test_variant_0829
ramses,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,21.263835,0.22621858961522182,20.982947521550347,21.544722478449653,actual_test_variant_0829
ramses,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,30.775387000000002,0.8592643841580432,29.70846934925223,31.842304650747774,actual_test_variant_0829
ramses,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,4.548166,0.10596729503719535,4.416590224765278,4.679741775234723,actual_test_variant_0829
ramses,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,1747.803014,64.7600164307833,1667.3928330748122,1828.213194925188,actual_test_variant_0829
ramses,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,2064.906456,48.40002030744002,2004.8098932719206,2125.0030187280795,actual_test_variant_0829
ramses,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,3455.230923,64.13930676123245,3375.5914549248305,3534.8703910751697,actual_test_variant_0829
ramses,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,4900.858228,132.44782545233025,4736.402531495465,5065.313924504535,actual_test_variant_0829
ramses,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,656.715513,16.438549579132058,636.304357804904,677.1266681950959,actual_test_variant_0829
ramses,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,85.984104,1.825157934903851,83.71787110119395,88.25033689880605,actual_test_variant_0829
ramses,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,113.04725,1.620544801629225,111.03507786234073,115.05942213765928,actual_test_variant_0829
ramses,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,198.845777,4.403302167857383,193.37835522495888,204.31319877504112,actual_test_variant_0829
ramses,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,323.679829,2.800584968411506,320.2024434708128,327.1572145291872,actual_test_variant_0829
ramses,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,75.452832,1.6653374050196228,73.38504249932505,77.52062150067495,actual_test_variant_0829
ramses,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,292.94933,4.961643773463595,286.7886355545783,299.11002444542163,actual_test_variant_0829
ramses,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,296.607399,8.43898136700782,286.129019655074,307.085778344926,actual_test_variant_0829
ramses,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,563.945815,14.797937682528177,545.5717485319419,582.3198814680582,actual_test_variant_0829
ramses,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,909.037394,22.68209944664115,880.8738477134281,937.2009402865718,actual_test_variant_0829
ramses,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,160.933543,1.7868575095352377,158.71486636049005,163.15221963950992,actual_test_variant_0829
ramses_policy_off,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,13.171261,0.06891186086226338,13.0856956233181,13.256826376681898,actual_test_variant_0829
ramses_policy_off,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,13.332081,0.30162667986270697,12.957562010716744,13.706599989283257,actual_test_variant_0829
ramses_policy_off,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,27.613254,0.9471258288263495,26.43724195657742,28.789266043422582,actual_test_variant_0829
ramses_policy_off,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,33.362163,1.2329167619085224,31.831294643956227,34.89303135604378,actual_test_variant_0829
ramses_policy_off,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,5.093281,0.15896467018649155,4.895900292043098,5.290661707956902,actual_test_variant_0829
ramses_policy_off,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,1828.591945,48.928846135301306,1767.8387582801447,1889.345131719855,actual_test_variant_0829
ramses_policy_off,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,2131.151768,57.568169157383416,2059.6714449147726,2202.632091085228,actual_test_variant_0829
ramses_policy_off,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,3936.775379,102.90382383025539,3809.0034056724694,4064.547352327531,actual_test_variant_0829
ramses_policy_off,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,5525.464022,138.6753459297661,5353.275837520557,5697.6522064794435,actual_test_variant_0829
ramses_policy_off,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,740.227545,11.516723806507988,725.9276436722027,754.5274463277972,actual_test_variant_0829
ramses_policy_off,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,104.295906,4.293510125851867,98.96480905080642,109.62700294919358,actual_test_variant_0829
ramses_policy_off,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,146.952434,1.3769581761549612,145.24271460563608,148.66215339436394,actual_test_variant_0829
ramses_policy_off,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,222.836076,7.257058932792948,213.82524719030795,231.84690480969203,actual_test_variant_0829
ramses_policy_off,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,361.885577,9.157654337416044,350.51484730123593,373.2563066987641,actual_test_variant_0829
ramses_policy_off,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,72.909279,1.3011502854320887,71.29368753432642,74.52487046567357,actual_test_variant_0829
ramses_policy_off,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,241.496334,2.7057844232897676,238.13665889470053,244.85600910529945,actual_test_variant_0829
ramses_policy_off,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,317.038299,11.723730251787067,302.48136522170364,331.59523277829635,actual_test_variant_0829
ramses_policy_off,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,654.97172,11.342998147607387,640.8875275684239,669.0559124315761,actual_test_variant_0829
ramses_policy_off,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,860.73393,29.831392173618276,823.6933643217205,897.7744956782794,actual_test_variant_0829
ramses_policy_off,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,212.003968,5.35310557064962,205.3572095343403,218.65072646565966,actual_test_variant_0829
specoffload,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,14.553378,0.19887389197051517,14.306443448157546,14.800312551842454,actual_test_variant_0829
specoffload,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,14.74756,0.16852764075960952,14.538305295766575,14.956814704233425,actual_test_variant_0829
specoffload,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,28.433183,0.7630789514902769,27.485695338147444,29.380670661852555,actual_test_variant_0829
specoffload,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,41.903156,1.858521419493868,39.595496863523906,44.2108151364761,actual_test_variant_0829
specoffload,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,5.714979,0.14458530156969612,5.535452636371473,5.894505363628526,actual_test_variant_0829
specoffload,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,2190.318726,38.38668973992252,2142.6553553397202,2237.9820966602797,actual_test_variant_0829
specoffload,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,2912.403575,61.29857444171655,2836.291341974507,2988.515808025493,actual_test_variant_0829
specoffload,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,4250.2228700000005,47.619966345205576,4191.094872193484,4309.350867806517,actual_test_variant_0829
specoffload,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,6308.436606,119.3413509020013,6160.254747087983,6456.618464912018,actual_test_variant_0829
specoffload,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,712.357968,24.698239145596137,681.6910536338863,743.0248823661137,actual_test_variant_0829
specoffload,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,129.24944,4.307106499082358,123.90146092365997,134.59741907634003,actual_test_variant_0829
specoffload,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,165.18374599999999,4.296663493135405,159.8487336281773,170.51875837182266,actual_test_variant_0829
specoffload,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,277.421494,5.715881699470562,270.32428947577563,284.51869852422436,actual_test_variant_0829
specoffload,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,377.182996,14.907264361968547,358.6731825300376,395.6928094699624,actual_test_variant_0829
specoffload,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,85.470436,1.1878689745264417,83.99550185974729,86.94537014025272,actual_test_variant_0829
specoffload,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,347.117274,9.034833170374817,335.8990469225684,358.3355010774316,actual_test_variant_0829
specoffload,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,375.89196,11.05023957639438,362.17127534646465,389.6126446535353,actual_test_variant_0829
specoffload,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,672.35553,16.567217403943026,651.7846125991091,692.926447400891,actual_test_variant_0829
specoffload,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,981.610809,22.941337726846193,953.1253758739413,1010.0962421260588,actual_test_variant_0829
specoffload,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,207.000896,8.24735444462071,196.76045290568865,217.24133909431137,actual_test_variant_0829
swapadvisor,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,12.711221,0.23661830020626068,12.417420575317715,13.005021424682285,actual_test_variant_0829
swapadvisor,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,16.286321,0.5280776990581018,15.630625932825273,16.94201606717473,actual_test_variant_0829
swapadvisor,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,27.057214000000002,0.9424239818043686,25.887040070749677,28.227387929250327,actual_test_variant_0829
swapadvisor,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,41.119161999999996,0.29094365740208095,40.7579077350981,41.48041626490189,actual_test_variant_0829
swapadvisor,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,5.37296,0.0243773109160956,5.342691570662464,5.403228429337536,actual_test_variant_0829
swapadvisor,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,2206.7356170000003,49.4113163572486,2145.383364375348,2268.0878696246527,actual_test_variant_0829
swapadvisor,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,2733.291593,89.40563553088934,2622.279834124767,2844.3033518752327,actual_test_variant_0829
swapadvisor,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,5291.54821,142.71502609428487,5114.344100096016,5468.752319903984,actual_test_variant_0829
swapadvisor,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,7895.39792,89.60952915840365,7784.1329937480195,8006.662846251981,actual_test_variant_0829
swapadvisor,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,917.177138,25.7118670874393,885.2516383109263,949.1026376890737,actual_test_variant_0829
swapadvisor,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,145.43898000000002,3.6295178503831638,140.9323383543413,149.94562164565872,actual_test_variant_0829
swapadvisor,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,176.319757,3.8175400778374278,171.57965492364926,181.05985907635076,actual_test_variant_0829
swapadvisor,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,273.811428,8.907700429258238,262.7510570702058,284.8717989297942,actual_test_variant_0829
swapadvisor,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,392.057654,8.098945964858178,382.00148437203796,402.11382362796206,actual_test_variant_0829
swapadvisor,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,98.389592,1.8096463550394266,96.14261927146687,100.63656472853312,actual_test_variant_0829
swapadvisor,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,337.754599,6.608795316490553,329.548695784016,345.960502215984,actual_test_variant_0829
swapadvisor,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,408.292822,16.445150653166586,387.8734704889259,428.7121735110741,actual_test_variant_0829
swapadvisor,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,697.314365,10.641288974059371,684.1014595864277,710.5272704135722,actual_test_variant_0829
swapadvisor,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,1144.778048,32.77050701044938,1104.0880892422408,1185.468006757759,actual_test_variant_0829
swapadvisor,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,230.309461,7.09941467780566,221.49437338624932,239.12454861375068,actual_test_variant_0829
vllm,continuation,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,13.294525,0.4897810479821571,12.686381505718044,13.902668494281956,actual_test_variant_0829
vllm,continuation,llama3-8b,fp16,128,1,1,1,latency_ms,5,15.914526,0.506618138818578,15.285476496191974,16.543575503808025,actual_test_variant_0829
vllm,continuation,llama4-17b,fp16,128,1,1,1,latency_ms,5,29.673835,0.33784314553872424,29.25434732914465,30.09332267085535,actual_test_variant_0829
vllm,continuation,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,34.08586,0.715820948727754,33.19705089880468,34.97466910119531,actual_test_variant_0829
vllm,continuation,vit-h14,fp16,0,1,1,1,latency_ms,5,4.754885,0.18035793425851823,4.530941046240796,4.978828953759203,actual_test_variant_0829
vllm,generation,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,2142.457847,104.31054335570362,2012.93920068215,2271.9764933178503,actual_test_variant_0829
vllm,generation,llama3-8b,fp16,128,64,1,1,latency_ms,5,2662.8499739999997,39.52587170043406,2613.7721221119496,2711.92782588805,actual_test_variant_0829
vllm,generation,llama4-17b,fp16,128,64,1,1,latency_ms,5,3702.5350399999998,33.11652708393279,3661.4154405743407,3743.654639425659,actual_test_variant_0829
vllm,generation,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,6237.4513799999995,64.03418788025242,6157.942434254875,6316.9603257451245,actual_test_variant_0829
vllm,generation,vit-h14,fp16,0,0,1,1,latency_ms,5,801.800931,12.753194711731751,785.9657482643601,817.6361137356399,actual_test_variant_0829
vllm,scoring,gpt-j-6b,fp16,128,64,1,1,latency_ms,5,123.568075,2.0875571551247423,120.97603043628892,126.16011956371106,actual_test_variant_0829
vllm,scoring,llama3-8b,fp16,128,64,1,1,latency_ms,5,146.86633700000002,2.4037215450021465,143.88172249586412,149.8509515041359,actual_test_variant_0829
vllm,scoring,llama4-17b,fp16,128,64,1,1,latency_ms,5,231.00753,4.184914858282663,225.8112718849224,236.2037881150776,actual_test_variant_0829
vllm,scoring,mixtral-8x7b,fp16,128,64,1,1,latency_ms,5,313.236384,7.648681247489174,303.7392918612564,322.7334761387436,actual_test_variant_0829
vllm,scoring,vit-h14,fp16,0,0,1,1,latency_ms,5,87.226225,2.4066382627276974,84.23798891247137,90.21446108752863,actual_test_variant_0829
vllm,ttft,gpt-j-6b,fp16,128,1,1,1,latency_ms,5,265.374449,8.507003086058996,254.81160953543224,275.9372884645678,actual_test_variant_0829
vllm,ttft,llama3-8b,fp16,128,1,1,1,latency_ms,5,393.283995,14.107807361702676,375.7668385053797,410.8011514946203,actual_test_variant_0829
vllm,ttft,llama4-17b,fp16,128,1,1,1,latency_ms,5,592.026133,17.41416810693042,570.4035874029562,613.6486785970437,actual_test_variant_0829
vllm,ttft,mixtral-8x7b,fp16,128,1,1,1,latency_ms,5,829.252892,17.9209359861478,807.001110971886,851.504673028114,actual_test_variant_0829
vllm,ttft,vit-h14,fp16,0,1,1,1,latency_ms,5,189.947058,5.165408976802568,183.5333556375057,196.3607603624943,actual_test_variant_0829
