system,task,model,precision,input_tokens,output_tokens,batch,concurrency,requests,runs,data_source,p50_ms,p95_ms,p99_ms,p99_9_ms,max_ms,alpha,beta,predicted_ms,read_bw_gbps,write_bw_gbps,queue_ms,throughput_tps,prefetch_hits,prefetch_misses,bytes_read,bytes_written,node_energy_j,gpu_energy_j,tokens,mae_ms,rmse_ms,prefetch_hit_rate,energy_per_request_j,edp_j_ms,energy_per_token_j
default,scoring,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,311.9502,353.1002,375.48972800000007,385.04374280000013,386.1053,0.7609,0.7468,312.901634,4.345,2.332,5.016,205.60579612,7800,2200,197283053500,20316245200,17234.2501,11755.4515,6400,2.8092370000000026,3.2318559390696886,0.78,172.342501,53762.2776554502,2.692851578125
default,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,410.88485000000003,474.42502,481.95904700000006,490.1604347000001,491.0717,1.0708,1.107,411.17517100000003,4.392,2.75,5.332,156.86373344,7900,2100,539734813400,54193794500,23693.8851,16446.2321,6400,3.412129000000002,4.009003836603305,0.79,236.938851,97354.58425230735,3.702169546875
default,scoring,vit-h14,fp16,0,0,1,1,100,5,actual_test_variant_0829,110.6687,127.34138,131.25842,132.079922,132.1712,0.5588,0.5996,111.31038099999999,4.524,2.402,5.701,9.03271362,7900,2100,28189948700,3008100100,5927.0695,3640.2821,100,0.9636539999999991,1.1273085667198657,0.79,59.270694999999996,6559.4107637464995,59.270694999999996
default,ttft,gpt-j-6b,fp16,128,1,1,1,100,5,actual_test_variant_0829,358.6761,407.660845,440.3340830000001,458.1882083000002,460.172,0.6101,0.6619,357.9494159999999,4.366,2.365,5.622,2.80821935,7200,2800,68260442800,6827728400,18754.6713,11849.1249,100,3.1745920000000014,3.7183112793578768,0.72,187.546713,67268.52358665931,187.546713
default,ttft,llama3-8b,fp16,128,1,1,1,100,5,actual_test_variant_0829,508.98105,574.2379450000001,589.0902570000001,589.3091757,589.3335,0.6618,0.6716,507.7738310000001,5.079,2.496,4.915,1.9778799,7300,2700,91196390700,9899003100,26548.3464,18232.6404,100,4.951104000000006,5.601081940000525,0.73,265.48346399999997,135126.0522643572,265.48346399999997
default,ttft,llama4-17b,fp16,128,1,1,1,100,5,actual_test_variant_0829,871.617,980.403825,1003.6719370000001,1011.5338537000001,1012.4074,0.7824,0.7977,878.5126089999999,4.787,2.729,4.915,1.14308833,7800,2200,195984841400,20013159400,48649.5216,32972.0889,100,8.920452000000001,10.059621915589075,0.78,486.495216,424037.50068427203,486.495216
default,ttft,mixtral-8x7b,fp16,128,1,1,1,100,5,actual_test_variant_0829,1309.7871,1495.4858399999998,1589.6062150000005,1689.283721500001,1700.359,1.0921,1.0918,1312.3147060000001,4.847,2.315,5.226,0.76655567,7300,2700,502613657900,56807197500,78503.4974,55829.2663,100,11.177386999999987,13.015089877749583,0.73,785.0349739999999,1028228.6819940353,785.0349739999999
default,ttft,vit-h14,fp16,0,1,1,1,100,5,actual_test_variant_0829,267.9479,308.978955,316.131845,319.12070450000004,319.4528,0.5848,0.6115,271.970411,5.131,2.632,5.06,3.70485293,7400,2600,29685270500,2819316200,13796.651,9266.987,100,2.517867,2.882495319007475,0.74,137.96651,36967.836624829004,137.96651
flexgen,continuation,gpt-j-6b,fp16,128,1,1,1,100,5,actual_test_variant_0829,16.42285,18.67876,19.647689999999997,19.700259,19.7061,0.6149,0.6239,16.653689,4.734,2.82,4.334,60.42629841,7600,2500,67010943500,6917935400,847.4458,523.0419,100,0.14729199999999995,0.1696276858298786,0.7524752475247525,8.474458,139.1747525653,8.474458
flexgen,continuation,llama3-8b,fp16,128,1,1,1,100,5,actual_test_variant_0829,16.42925,18.65504,19.303176,19.586157600000003,19.6176,0.6312,0.636,16.436415999999998,4.731,2.643,5.026,61.27513268,7600,2500,91259952800,8547595000,882.6389,536.3058,100,0.148761,0.16690478453297855,0.7524752475247525,8.826389,145.01095147825,8.826389
flexgen,continuation,llama4-17b,fp16,128,1,1,1,100,5,actual_test_variant_0829,30.46815,34.217324999999995,36.864995,38.022849500000014,38.1515,0.7544,0.7626,30.567499,4.822,2.515,4.658,32.92657351,8400,1700,200644950700,19712815300,1620.5045,1061.1071,100,0.2749470000000002,0.32156683271133574,0.8316831683168316,16.205045,493.73774181675,16.205045
flexgen,continuation,mixtral-8x7b,fp16,128,1,1,1,100,5,actual_test_variant_0829,42.900800000000004,48.414379999999994,53.238831000000005,54.53354310000002,54.6774,1.1521,1.0796,43.083354,5.255,2.434,5.092,23.36654711,7600,2500,541815138400,52555512500,2369.3828,1670.3795,100,0.39313999999999993,0.4532007005731565,0.7524752475247525,23.693828,1016.4841762624001,23.693828
flexgen,continuation,vit-h14,fp16,0,1,1,1,100,5,actual_test_variant_0829,6.6136,7.301915,7.627643,7.720574300000001,7.7309,0.5765,0.5734,6.511646,5.037,2.611,4.353,154.35183253,7700,2400,29402651400,2711605900,330.4223,212.3376,100,0.05947400000000003,0.06834521929147648,0.7623762376237624,3.304223,21.8528092328,3.304223
flexgen,generation,gpt-j-6b,fp16,128,64,1,1,100,5,actual_test_variant_0829,2408.1222,2685.288175,2797.3268000000003,2857.273280000001,2863.934,0.634,0.6222,2409.8102879999997,4.616,2.675,4.106,26.66851212,8400,1700,44514580200,9591651300,123406.5488,76818.7812,6400,20.978172999999973,24.67171994885034,0.8316831683168316,1234.065488,2971780.497906633,19.28227325
flexgen,generation,llama3-8b,fp16,128,64,1,1,100,5,actual_test_variant_0829,3136.67475,3466.493255,3784.0416680000008,3932.176476800002,3948.6359,0.6445,0.6467,3138.9393389999996,5.306,2.512,4.108,20.53971167,8300,1800,55551170700,13575703600,162530.4506,100918.8409,6400,28.069831000000026,31.79453060701324,0.8217821782178217,1625.3045060000002,5098051.605031424,25.395382906250003
flexgen,generation,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,4388.3253,4902.413699999999,5175.684409000001,5275.352470900001,5286.4267,0.774,0.7453,4381.190449999999,4.761,2.607,3.797,14.7054421,8200,1900,121689775600,27527284100,232002.535,161947.7131,6400,35.627381000000014,43.0878488589939,0.8118811881188119,2320.02535,10181025.940046355,36.25039609375
flexgen,generation,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,7121.725850000001,8238.01829,8409.561324,8446.5756024,8450.6883,1.0991,1.0552,7116.9573820000005,4.83,2.608,4.742,9.04407162,7700,2400,326452401100,68189688300,389135.5125,285746.9691,6400,58.979492999999984,68.90516782052778,0.7623762376237624,3891.355125,27713164.385242485,60.802423828125
flexgen,generation,vit-h14,fp16,0,0,1,1,100,5,actual_test_variant_0829,883.1001,1008.967745,1056.714359,1058.5283459,1058.7299,0.5622,0.6003,890.026707,4.962,2.449,5.08,1.12993299,8400,1700,18035728300,3732397600,43983.8081,27432.0381,100,8.129804999999987,9.304231861067297,0.8316831683168316,439.83808100000005,388421.0533149081,439.83808100000005
flexgen,scoring,gpt-j-6b,fp16,128,64,1,1,100,5,actual_test_variant_0829,137.65465,155.496015,164.97417900000002,168.08189790000003,168.4272,0.6486,0.6552,138.52356600000002,4.824,2.622,4.584,465.05516646,7700,2400,71756459600,7254112200,7359.0461,4441.1169,6400,1.1284910000000015,1.3417015707302438,0.7623762376237624,73.59046099999999,10130.069152293649,1.1498509531249999
flexgen,scoring,llama3-8b,fp16,128,64,1,1,100,5,actual_test_variant_0829,148.56869999999998,171.70311,177.04389400000002,182.81703940000006,183.4585,0.6587,0.6809,149.365,5.082,2.581,5.083,431.88422542,8200,1900,86570899200,9236507500,7669.7461,5035.1394,6400,1.2848950000000008,1.5454154108523714,0.8118811881188119,76.697461,11394.842074070699,1.198397828125
flexgen,scoring,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,290.6395,328.012535,337.87773400000015,361.4477134000003,364.0666,0.7339,0.7751,291.482997,5.372,2.531,4.492,220.96045831,7800,2300,204290849400,20340968700,15203.0181,10633.5507,6400,2.7424890000000017,3.1677978608332964,0.7722772277227723,152.030181,44185.9757907495,2.375471578125
flexgen,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,455.58619999999996,522.407545,538.8853480000001,565.6730848000003,568.6495,1.149,1.0913,454.51759500000003,5.405,2.518,5.011,142.36134146,8200,1900,482771094100,48741295300,26705.9607,18498.490999999998,6400,3.9172789999999957,4.58098203444414,0.8118811881188119,267.05960699999997,121668.67152662338,4.1728063593749996
flexgen,scoring,vit-h14,fp16,0,0,1,1,100,5,actual_test_variant_0829,97.37950000000001,116.35659,117.55864100000002,122.05293410000006,122.5523,0.5979,0.6001,98.01964500000003,5.208,2.747,4.073,10.29134676,7600,2500,27888722700,2895404500,4821.391,3015.6371,100,0.865245,1.0214682792431689,0.7524752475247525,48.21391,4695.046448845,48.21391
flexgen,ttft,gpt-j-6b,fp16,128,1,1,1,100,5,actual_test_variant_0829,395.4873,453.387535,461.143729,461.1552229,461.1565,0.6301,0.6466,393.560591,5.115,2.849,4.365,2.55644058,8400,1700,68466321200,6601227500,19712.6937,12410.2842,100,3.7481869999999993,4.28366129883071,0.8316831683168316,197.126937,77961.2000714001,197.126937
flexgen,ttft,llama3-8b,fp16,128,1,1,1,100,5,actual_test_variant_0829,470.0273,524.838075,540.417903,545.8087203,546.4077,0.6614,0.6736,465.035377,4.638,2.504,4.307,2.16278164,8300,1800,94335865800,9448136300,23533.5358,15281.7387,100,3.874474000000003,4.477775585533516,0.8217821782178217,235.335358,110614.04291527341,235.335358
flexgen,ttft,llama4-17b,fp16,128,1,1,1,100,5,actual_test_variant_0829,792.83825,914.03976,957.7760070000002,979.7486907000003,982.1901,0.7609,0.7273,800.5358780000001,4.948,2.538,4.759,1.25567523,8300,1800,184035343900,18547140200,44339.7611,29176.7986,100,8.075916999999997,9.023775725121936,0.8217821782178217,443.39761100000004,351542.5859594208,443.39761100000004
flexgen,ttft,mixtral-8x7b,fp16,128,1,1,1,100,5,actual_test_variant_0829,1105.2065499999999,1238.457475,1345.5885970000002,1371.9351997000003,1374.8626,1.123,1.0311,1113.519883,5.32,2.842,4.983,0.90366449,8300,1800,503937387500,48545569800,60594.0114,42917.0141,100,10.317756,11.71597236466526,0.8217821782178217,605.940114,669688.9829005466,605.940114
flexgen,ttft,vit-h14,fp16,0,1,1,1,100,5,actual_test_variant_0829,281.58925,313.651295,327.95012800000006,347.2249528000002,349.3666,0.5832,0.6113,278.48384400000003,4.866,2.474,4.255,3.61345488,7600,2500,26891529100,2685567300,13777.5027,8954.5947,100,2.6251679999999977,3.0322961260074837,0.7524752475247525,137.775027,38795.96652165975,137.775027
neo,continuation,gpt-j-6b,fp16,128,1,1,1,100,5,actual_test_variant_0829,14.0151,15.590649999999998,16.557969000000003,16.893786900000006,16.9311,0.6261,0.6118,14.031569999999999,5.637,2.707,3.205,71.7555254,8700,1500,64431219200,6449406100,697.9293,429.7156,100,0.12044700000000008,0.14420595861475355,0.8529411764705882,6.979293,97.8154893243,6.979293
neo,continuation,llama3-8b,fp16,128,1,1,1,100,5,actual_test_variant_0829,16.596,18.569285,19.168120000000005,20.16782200000001,20.2789,0.6251,0.6412,16.678259999999998,5.074,2.899,4.038,60.40896804,8900,1300,84415988000,9029805400,809.9433,539.6446,100,0.156443,0.1754982982823481,0.8725490196078431,8.099433,134.418190068,8.099433
neo,continuation,llama4-17b,fp16,128,1,1,1,100,5,actual_test_variant_0829,26.588,31.198365,32.104887,32.53140870000001,32.5788,0.7892,0.7632,26.764825000000002,4.903,3.052,3.13,37.59479241,8300,1900,186453332400,19062280300,1404.7246,903.6074,100,0.22833799999999985,0.269916191437268,0.8137254901960784,14.047246,373.488176648,14.047246
neo,continuation,mixtral-8x7b,fp16,128,1,1,1,100,5,actual_test_variant_0829,41.581100000000006,49.28835,50.116506,50.544720600000005,50.5923,1.1082,1.0544,42.331405999999994,5.29,3.051,4.101,23.81916584,8700,1500,449843929500,44995086900,2245.9816,1648.821,100,0.37711099999999964,0.44203227291680836,0.8529411764705882,22.459816,933.9038550776002,22.459816
neo,continuation,vit-h14,fp16,0,1,1,1,100,5,actual_test_variant_0829,5.1676,5.8378950000000005,5.938043,5.9507843000000005,5.9522,0.5668,0.5684,5.162495,4.898,2.802,4.069,194.78540106,8700,1500,27291242300,2645408900,245.9697,159.7949,100,0.05068199999999998,0.05766422461110526,0.8529411764705882,2.459697,12.7107302172,2.459697
neo,generation,gpt-j-6b,fp16,128,64,1,1,100,5,actual_test_variant_0829,1942.15315,2223.66826,2268.1067370000005,2349.7256337000013,2358.7944,0.6347,0.6179,1942.531679,5.641,3.016,3.967,33.17412147,8900,1300,43306284100,8734594100,93520.3467,59586.4735,6400,16.946822000000008,20.018238428777902,0.8725490196078431,935.2034669999999,1816308.359324971,14.612554171874999
neo,generation,llama3-8b,fp16,128,64,1,1,100,5,actual_test_variant_0829,2648.204,2998.4132099999997,3183.466309,3189.2586109,3189.9022,0.6277,0.6396,2675.823835,5.499,2.95,3.885,24.04898284,8300,1900,53334837900,12099675700,135319.794,85200.6734,6400,22.153679000000007,26.158988926311743,0.8137254901960784,1353.19794,3583544.1974997604,21.1437178125
neo,generation,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,4923.75695,5547.8072250000005,6264.258564,6337.468826400001,6345.6033,0.786,0.7107,4944.139930000001,5.067,3.06,3.955,13.04833289,8700,1500,108102242200,26247288300,251310.2481,175616.6955,6400,45.27851400000008,51.89228282043686,0.8529411764705882,2513.102481,12373905.806885993,39.267226265625
neo,generation,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,6920.940350000001,7879.43103,8132.205728000001,8325.608682800002,8347.0979,1.1447,1.0535,6946.9584030000005,5.312,2.654,3.429,9.28128772,8300,1900,301258326200,71188651500,366382.3875,268802.9245,6400,64.56548799999999,74.12073622781952,0.8137254901960784,3663.823875,25357106.49178086,57.247248046875
neo,generation,vit-h14,fp16,0,0,1,1,100,5,actual_test_variant_0829,790.3787500000001,897.98205,957.290874,978.3517974000002,980.6919,0.5632,0.5695,796.36395,5.149,2.872,3.509,1.26285682,8100,2100,16246907100,3749120200,37204.6986,24801.1742,100,7.527465000000007,8.684086393035257,0.7941176470588235,372.04698600000006,294058.0317359476,372.04698600000006
neo,scoring,gpt-j-6b,fp16,128,64,1,1,100,5,actual_test_variant_0829,120.67415,135.88309999999998,139.66784300000006,149.1340943000001,150.1859,0.6189,0.6267,120.99026200000002,5.324,3.012,3.254,531.12480537,8900,1300,60011092300,6576333300,6133.7947,3928.762,6400,1.178025000000001,1.3293669905259424,0.8725490196078431,61.33794700000001,7401.9046169700505,0.9584054218750001
neo,scoring,llama3-8b,fp16,128,64,1,1,100,5,actual_test_variant_0829,169.69004999999999,192.64774999999997,201.779772,203.08704720000003,203.2323,0.6701,0.613,170.113559,5.149,2.942,3.773,378.18134898,8800,1400,81726439300,8000482800,8614.5425,5549.5479,6400,1.5426640000000003,1.7926603000010912,0.8627450980392157,86.14542499999999,14618.021475521247,1.3460222656249998
neo,scoring,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,232.99054999999998,258.82304500000004,265.3888020000001,287.7619902000003,290.2479,0.788,0.7615,231.827776,5.244,2.976,3.509,277.14265705,8700,1500,171425643700,19158607500,12354.9985,8067.0674,6400,1.982583000000001,2.2921834236160086,0.8529411764705882,123.54998499999999,28785.978957641746,1.9304685156249999
neo,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,340.8397,388.41495,418.234117,419.0375317,419.1268,1.0991,1.0639,340.877552,5.24,2.787,3.893,189.24199881,8100,2100,488266058200,48775450400,18207.7012,12575.194,6400,3.05675,3.5053311550265835,0.7941176470588235,182.077012,62059.074146976396,2.8449533125
neo,scoring,vit-h14,fp16,0,0,1,1,100,5,actual_test_variant_0829,83.4246,93.933695,95.760839,95.8177739,95.8241,0.5683,0.5916,84.00090700000001,5.797,2.773,3.014,11.92548701,8900,1300,27742480900,2632188600,4060.967,2491.7748,100,0.7225959999999997,0.85719090102497,0.8725490196078431,40.60967,3387.845475882,40.60967
neo,ttft,gpt-j-6b,fp16,128,1,1,1,100,5,actual_test_variant_0829,337.09495000000004,376.39969999999994,394.93938,399.09856800000006,399.5607,0.6369,0.6297,336.70041599999996,5.262,2.859,3.229,2.9905729,8900,1300,63732201100,6081565600,16437.5505,10417.1234,100,3.0958959999999984,3.517822828369841,0.8725490196078431,164.375505,55410.15263919976,164.375505
neo,ttft,llama3-8b,fp16,128,1,1,1,100,5,actual_test_variant_0829,384.09245,438.968555,473.1166700000001,483.82381700000013,485.0135,0.6398,0.6391,388.15165499999995,5.829,2.992,3.397,2.59384159,8300,1900,83832339000,8626370800,19151.1094,12730.631,100,3.5098939999999974,4.0691067060474095,0.8137254901960784,191.511094,73557.96529664031,191.511094
neo,ttft,llama4-17b,fp16,128,1,1,1,100,5,actual_test_variant_0829,745.1305500000001,838.3176749999999,921.7681100000001,942.8589710000002,945.2024,0.7356,0.7442,754.6440310000002,5.699,3.061,3.337,1.3371265,8300,1900,174539392100,17522089400,40215.1626,25191.4782,100,6.659608000000002,7.915081473465708,0.8137254901960784,402.151626,299655.46226477437,402.151626
neo,ttft,mixtral-8x7b,fp16,128,1,1,1,100,5,actual_test_variant_0829,925.9181,1047.2106899999999,1087.545207,1087.7507607,1087.7736,1.1517,1.0565,925.477502,4.973,2.859,3.292,1.08862699,8200,2000,501940725100,50555603200,48964.0105,36281.6524,100,7.659803999999998,8.910927612476716,0.803921568627451,489.64010499999995,453366.63570540043,489.64010499999995
neo,ttft,vit-h14,fp16,0,1,1,1,100,5,actual_test_variant_0829,253.00545,291.9602,308.30478600000004,317.3382786000001,318.342,0.56,0.5893,251.183419,5.654,2.85,4.124,4.01219395,8900,1300,27511371400,2711035000,12199.537,7383.3138,100,2.2560809999999996,2.571094728651592,0.8725490196078431,121.99537000000001,30865.493484766503,121.99537000000001
ramses,continuation,gpt-j-6b,fp16,128,1,1,1,100,5,actual_test_variant_0829,11.79215,13.09801,13.628665000000002,13.910666500000003,13.942,0.6339,0.5725,11.767496000000001,6.156,3.386,1.603,85.46135586,9300,1100,53591957000,5750243800,546.6381,357.6765,100,0.09555599999999995,0.11237582480231227,0.8942307692307693,5.466381,64.46038470915,5.466381
ramses,continuation,llama3-8b,fp16,128,1,1,1,100,5,actual_test_variant_0829,14.01215,15.812339999999999,16.345756,16.849705600000007,16.9057,0.6462,0.5888,13.993647999999999,5.951,3.108,1.225,71.8968829,9900,500,70648809200,7276372600,662.4881,418.0914,100,0.12282699999999996,0.14425998648273886,0.9519230769230769,6.624881,92.82882630415,6.624881
ramses,continuation,llama4-17b,fp16,128,1,1,1,100,5,actual_test_variant_0829,21.098100000000002,24.470785,25.514203,25.514470300000003,25.5145,0.7777,0.6976,21.286577,5.785,3.424,1.605,47.38588876,9900,500,146741791000,15422768800,1022.4377,696.861,100,0.18887800000000002,0.21579306012937496,0.9519230769230769,10.224376999999999,215.7149283837,10.224376999999999
ramses,continuation,mixtral-8x7b,fp16,128,1,1,1,100,5,actual_test_variant_0829,30.6892,34.67139,37.20755100000001,38.16546510000001,38.2719,1.0981,0.9916,30.745225,6.395,3.434,1.547,32.66676636,9900,500,387334455300,42307339300,1588.7919,1068.9182,100,0.282894,0.3220549446911194,0.9519230769230769,15.887919,487.5875237748,15.887919
ramses,continuation,vit-h14,fp16,0,1,1,1,100,5,actual_test_variant_0829,4.534800000000001,5.06598,5.1400369999999995,5.1433337,5.1437,0.5965,0.5198,4.550314,6.023,3.215,1.592,221.03233236,9300,1100,22411221600,2209659000,208.7906,133.2646,100,0.04137799999999994,0.04824921139251907,0.8942307692307693,2.0879060000000003,9.468236128800003,2.0879060000000003
ramses,generation,gpt-j-6b,fp16,128,64,1,1,100,5,actual_test_variant_0829,1760.6316,2006.092845,2091.2512220000003,2107.5584822,2109.3704,0.6398,0.5633,1749.4760070000002,6.652,3.124,1.468,36.92963817,9500,900,35726196400,7444588700,78877.4354,50595.3064,6400,15.837694999999995,18.240525542190383,0.9134615384615384,788.774354,1388741.0529219864,12.32459928125
ramses,generation,llama3-8b,fp16,128,64,1,1,100,5,actual_test_variant_0829,2049.2358,2384.30245,2559.130242,2603.7730842000005,2608.7334,0.6569,0.5975,2060.547635,6.358,3.069,1.585,31.21091641,10000,400,47800681500,10256911800,93659.0783,62759.2981,6400,20.21662699999998,22.916827845849422,0.9615384615384616,936.590783,1919295.3624736313,14.634230984375
ramses,generation,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,3449.40425,3835.352035,4030.967514,4076.3741214000006,4081.4193,0.7804,0.7079,3460.1127779999997,5.756,3.246,1.38,18.6361839,9900,500,100776873300,22747258600,166219.7377,108896.0588,6400,29.61086099999997,35.77136380539745,0.9519230769230769,1662.197377,5733590.6965626525,25.971834015625
ramses,generation,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,4898.2324,5567.517220000001,5977.8492080000005,6021.2238008,6026.0432,1.1087,0.9632,4901.6424369999995,6.562,3.085,1.595,13.14942033,9500,900,257949030800,60059283500,255436.1344,180732.6616,6400,44.03203100000002,51.424372007927346,0.9134615384615384,2554.361344,12511855.496488346,39.911896
ramses,generation,vit-h14,fp16,0,0,1,1,100,5,actual_test_variant_0829,651.28805,752.19333,780.278187,782.3441487,782.5737,0.584,0.5277,657.0546650000001,6.431,3.463,1.508,1.5333443,10000,400,14478569000,3108707000,30811.9715,19316.1178,100,5.352636000000006,6.412379178245784,0.9615384615384616,308.119715,200674.68834890574,308.119715
ramses,scoring,gpt-j-6b,fp16,128,64,1,1,100,5,actual_test_variant_0829,85.27765,97.28053,102.65690200000003,107.05862020000006,107.5477,0.6186,0.5534,86.17227100000002,6.65,3.062,1.304,748.77210758,9900,500,51235445700,5600968000,3865.3731,2486.241,6400,0.787347,0.8911407852298094,0.9519230769230769,38.653731,3296.29934341215,0.603964546875
ramses,scoring,llama3-8b,fp16,128,64,1,1,100,5,actual_test_variant_0829,113.40684999999999,127.27055,132.59153,134.93753300000003,135.1982,0.6657,0.5778,113.20513199999999,6.092,3.398,1.413,570.18428918,10000,400,67920309200,7667944500,5427.3903,3388.1427,6400,1.0173120000000009,1.1773710669962985,0.9615384615384616,54.273903,6155.032376435549,0.848029734375
ramses,scoring,llama4-17b,fp16,128,64,1,1,100,5,actual_test_variant_0829,198.2772,225.00593999999998,229.21877700000005,236.4872877000001,237.2949,0.7834,0.6831,199.040687,6.747,3.529,1.577,323.87868999,9500,900,157847324700,16191163500,9596.4499,6611.5721,6400,1.828288,2.0893662652584397,0.9134615384615384,95.96449899999999,19027.572161122796,1.4994452968749998
ramses,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,actual_test_variant_0829,320.9175,369.512055,387.9351030000001,402.2893803000002,403.8843,1.1137,0.9805,323.289209,6.473,3.283,1.401,199.05115376,9400,1000,383232548000,40414610300,17221.4677,11719.3029,6400,3.0553039999999982,3.5421570615092715,0.9038461538461539,172.21467700000002,55266.70360614751,2.6908543281250004
