system,task,model,precision,input_tokens,output_tokens,batch,concurrency,requests,runs,data_source,p50_ms,p95_ms,p99_ms,p99_9_ms,max_ms,alpha,beta,predicted_ms,read_bw_gbps,write_bw_gbps,queue_ms,throughput_tps,prefetch_hits,prefetch_misses,bytes_read,bytes_written,node_energy_j,gpu_energy_j,tokens,mae_ms,rmse_ms,prefetch_hit_rate,energy_per_request_j,edp_j_ms,energy_per_token_j
default,scoring,llama3-8b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,186.09595000000002,213.13107,238.15821000000003,241.09049100000004,241.4163,0.65,0.6689,186.41898700000002,4.7,2.5,5.0,346.96212686,7600.0,2400.0,94489280500.0,9448928100.0,10084.8717,6514.8267,6400.0,3.717852000000001,4.530359322680709,0.76,100.848717,18767.53779639615,1.575761203125
default,scoring,llama4-17b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,306.58175,344.8762,360.0737200000002,387.20645200000035,390.2212,0.7625,0.7689,307.546855,4.7,2.5,5.0,208.59266945,7600.0,2400.0,200789721100.0,20078972100.0,17424.6282,11674.5008,6400.0,5.774337,7.390750597408901,0.76,174.24628199999998,53420.73006655349,2.7225981562499997
default,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,455.2398,518.5744149999999,533.3170050000002,553.6233405000003,555.8796,1.1125,1.08,457.749407,4.7,2.5,5.0,141.4398969,7600.0,2400.0,531502202900.0,53150220300.0,26909.3749,18804.2709,6400.0,8.455217000000001,10.732456531283974,0.76,269.093749,122502.1844760102,4.204589828125
default,scoring,vit-h14,fp16,0,0,1,1,100,5,synthetic_expected_projection_not_measured,103.31315,115.164345,120.646083,121.8563283,121.9908,0.5813,0.6078,103.636684,4.7,2.5,5.0,9.68794452,7600.0,2400.0,29527900200.0,2952790000.0,5488.8654,3460.1805,100.0,2.2431059999999996,2.896144077631498,0.76,54.888653999999995,5670.719744000099,54.888653999999995
default,ttft,gpt-j-6b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,396.17805,448.01903,477.55161300000015,492.6106713000002,494.2839,0.625,0.6467,395.928454,4.7,2.5,5.0,2.53567986,7600.0,2400.0,70866960400.0,7086696000.0,21277.1312,13591.8313,100.0,8.660067999999999,10.713551009324592,0.76,212.771312,84295.3234841016,212.771312
default,ttft,llama3-8b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,494.18944999999997,554.68376,580.8385410000001,593.0043441,594.3561,0.65,0.6689,497.10618300000004,4.7,2.5,5.0,2.02922831,7600.0,2400.0,94489280500.0,9448928100.0,26911.6368,17384.9175,100.0,9.405875000000002,11.999271860354693,0.76,269.116368,132994.4698879176,269.116368
default,ttft,llama4-17b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,821.4590000000001,926.475675,936.4115170000002,978.5127817000005,983.1907,0.7625,0.7689,829.7049219999999,4.7,2.5,5.0,1.21605873,7600.0,2400.0,200789721100.0,20078972100.0,46660.6682,31262.648,100.0,16.388382999999997,20.464669010582604,0.76,466.606682,383298.25838903803,466.606682
default,ttft,mixtral-8x7b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,1229.6779000000001,1399.3365099999999,1483.1954720000003,1556.8875872000008,1565.0756,1.1125,1.08,1234.054404,4.7,2.5,5.0,0.81602415,7600.0,2400.0,531502202900.0,53150220300.0,72880.7183,50929.0461,100.0,24.91279699999999,31.896426174164095,0.76,728.8071829999999,896198.0862963557,728.8071829999999
default,ttft,vit-h14,fp16,0,1,1,1,100,5,synthetic_expected_projection_not_measured,270.82705,309.62323,317.896681,323.83795810000004,324.4981,0.5813,0.6078,274.379542,4.7,2.5,5.0,3.67160108,7600.0,2400.0,29527900200.0,2952790000.0,14495.1357,9137.7334,100.0,5.404376000000002,6.767241250701799,0.76,144.951357,39256.748409806845,144.951357
flexgen,continuation,gpt-j-6b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,14.82725,16.890335,17.502897,17.992679700000007,18.0471,0.625,0.6327,14.984176,4.94,2.62,4.4,67.13858715,8000.0,2100.0,68032282000.0,6803228200.0,764.3466,488.2647,100.0,0.29427700000000007,0.35748189003080993,0.7920792079207921,7.643466,113.3315812485,7.643466
flexgen,continuation,llama3-8b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,18.49115,20.82135,21.749115999999997,21.8752816,21.8893,0.65,0.6549,18.762329,4.94,2.62,4.4,53.938837299999996,8000.0,2100.0,90709709300.0,9070970900.0,963.9009,622.6806,100.0,0.3622549999999998,0.4699369886484781,0.7920792079207921,9.639009,178.23636127035002,9.639009
flexgen,continuation,llama4-17b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,30.4862,34.289025,36.182368000000004,37.10615680000001,37.2088,0.7625,0.7548999999999999,30.70514,4.94,2.62,4.4,32.83131363,8000.0,2100.0,192758132200.0,19275813200.0,1651.2332,1106.326,100.0,0.637014,0.7950511260290121,0.7920792079207921,16.512332,503.3982558184,16.512332
flexgen,continuation,mixtral-8x7b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,45.1736,50.98958,54.389968000000025,58.39661680000005,58.8418,1.1125,1.066,45.385424,4.94,2.62,4.4,22.13323998,8000.0,2100.0,510242114800.0,51024211500.0,2570.9784,1796.5998,100.0,0.9511310000000001,1.2153298717220768,0.7920792079207921,25.709784,1161.4034985024,25.709784
flexgen,continuation,vit-h14,fp16,0,1,1,1,100,5,synthetic_expected_projection_not_measured,5.8208,6.383985,6.758352000000001,6.932275200000002,6.9516,0.5813,0.5938,5.781629000000001,4.94,2.62,4.4,173.77419688,8000.0,2100.0,28346784200.0,2834678400.0,291.0007,183.4471,100.0,0.11772599999999998,0.13951229981618105,0.7920792079207921,2.910007,16.938568745599998,2.910007
flexgen,generation,gpt-j-6b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,2275.2504,2546.8629100000003,2590.3542460000003,2652.763984600001,2659.6984,0.625,0.6327,2277.525826,4.94,2.62,4.4,28.21251113,8000.0,2100.0,43293270300.0,9524519500.0,116456.2856,74392.2754,6400.0,49.15561099999999,58.748619699447374,0.7920792079207921,1164.562856,2649672.103939142,18.196294625
flexgen,generation,llama3-8b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,2816.7007,3145.16943,3337.1042660000007,3478.9573466000015,3494.7188,0.65,0.6549,2799.849436,4.94,2.62,4.4,22.85504924,8000.0,2100.0,57724360500.0,12699359300.0,145667.1528,94100.9811,6400.0,59.64122800000001,71.79397673288757,0.7920792079207921,1456.671528,4103007.7125876695,22.760492625
flexgen,generation,llama4-17b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,4834.70425,5459.251050000001,5691.541649000001,5788.264064900002,5799.011,0.7625,0.7548999999999999,4848.693104,4.94,2.62,4.4,13.28180444,8000.0,2100.0,122664266000.0,26986138500.0,261353.7158,175106.9896,6400.0,98.13744000000004,121.29404911906933,0.7920792079207921,2613.537158,12635679.205315521,40.83651809375
flexgen,generation,mixtral-8x7b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,7055.87305,7917.764659999999,8295.732184000002,8470.669698400003,8490.1072,1.1125,1.066,7048.048493,4.94,2.62,4.4,9.132027879999999,8000.0,2100.0,324699527600.0,71433896100.0,399089.9873,278884.0834,6400.0,138.58903,171.24077731206432,0.7920792079207921,3990.899873,28159282.85914912,62.357810515625
flexgen,generation,vit-h14,fp16,0,0,1,1,100,5,synthetic_expected_projection_not_measured,900.47195,1009.589565,1037.903622,1043.3495922000002,1043.9547,0.5813,0.5938,900.752682,4.94,2.62,4.4,1.11979719,8000.0,2100.0,18038862600.0,3968549800.0,45178.3899,28480.4568,100.0,18.370808999999998,23.0362534298592,0.7920792079207921,451.783899,406818.72851113306,451.783899
flexgen,scoring,gpt-j-6b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,132.07139999999998,150.46795999999998,161.16811500000003,161.3209215,161.3379,0.625,0.6327,134.380028,4.94,2.62,4.4,480.2336437,8000.0,2100.0,68032282000.0,6803228200.0,6849.9606,4375.7544,6400.0,2.535992000000001,3.2133791756342727,0.7920792079207921,68.499606,9046.8388638684,1.07030634375
flexgen,scoring,llama3-8b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,166.20175,191.345945,199.64767600000002,201.87303760000003,202.1203,0.65,0.6549,166.936975,4.94,2.62,4.4,383.82408502,8000.0,2100.0,90709709300.0,9070970900.0,8683.3321,5609.4326,6400.0,3.271444000000001,4.098728021935587,0.7920792079207921,86.833321,14431.84990851175,1.356770640625
flexgen,scoring,llama4-17b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,278.28975,309.34749,318.23153000000013,343.64552300000025,346.4693,0.7625,0.7548999999999999,278.745334,4.94,2.62,4.4,230.20094264,8000.0,2100.0,192758132200.0,19275813200.0,15082.0005,10104.9403,6400.0,5.652252,6.827823891607046,0.7920792079207921,150.820005,41971.66148644876,2.356562578125
flexgen,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,417.64265,478.15034,494.1877310000001,512.8747631000002,514.9511,1.1125,1.066,420.149817,4.94,2.62,4.4,153.61036189,8000.0,2100.0,510242114800.0,51024211500.0,23759.8366,16603.3744,6400.0,8.613747000000002,11.309882139001274,0.7920792079207921,237.598366,99231.2112119099,3.71247446875
flexgen,scoring,vit-h14,fp16,0,0,1,1,100,5,synthetic_expected_projection_not_measured,97.88555,113.48656,118.91102900000001,120.36594290000002,120.5276,0.5813,0.5938,97.432825,4.94,2.62,4.4,10.34378491,8000.0,2100.0,28346784200.0,2834678400.0,4902.6186,3090.6108,100.0,1.877033,2.348072725215298,0.7920792079207921,49.026185999999996,4798.955181012299,49.026185999999996
flexgen,ttft,gpt-j-6b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,352.531,397.152115,408.000775,412.5248275,413.0275,0.625,0.6327,351.62872600000003,4.94,2.62,4.4,2.85910659,8000.0,2100.0,68032282000.0,6803228200.0,17986.6985,11489.903,100.0,7.169109000000003,8.724296796871371,0.7920792079207921,179.866985,63408.688089035,179.866985
flexgen,ttft,llama3-8b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,452.4275,507.41217,521.7151440000001,537.7927044000003,539.5791,0.65,0.6549,448.12298799999996,4.94,2.62,4.4,2.2363408899999997,8000.0,2100.0,90709709300.0,9070970900.0,23277.3066,15037.140300000001,100.0,9.024867000000002,11.390280967697858,0.7920792079207921,232.773066,105312.93631771501,232.773066
flexgen,ttft,llama4-17b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,735.6768500000001,845.867085,858.4668490000003,894.0844849000005,898.042,0.7625,0.7548999999999999,735.2409140000001,4.94,2.62,4.4,1.36836037,8000.0,2100.0,192758132200.0,19275813200.0,39680.1289,26585.6869,100.0,16.475877999999998,20.64887929969566,0.7920792079207921,396.80128900000005,291917.5223674597,396.80128900000005
flexgen,ttft,mixtral-8x7b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,1078.0355,1204.0188750000002,1285.9773010000004,1325.3595901000003,1329.7354,1.1125,1.066,1074.712518,4.94,2.62,4.4,0.93528902,8000.0,2100.0,510242114800.0,51024211500.0,60815.0842,42497.5801,100.0,20.09805700000001,25.33266800624641,0.7920792079207921,608.150842,655608.197030891,608.150842
flexgen,ttft,vit-h14,fp16,0,1,1,1,100,5,synthetic_expected_projection_not_measured,258.35810000000004,292.100235,312.248742,315.4511742000001,315.807,0.5813,0.5938,257.381119,4.94,2.62,4.4,3.89487407,8000.0,2100.0,28346784200.0,2834678400.0,13001.9714,8196.4429,100.0,4.627399,6.245779971252591,0.7920792079207921,130.019714,33591.646271583406,130.019714
neo,continuation,gpt-j-6b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,13.748349999999999,15.544440000000002,15.816652000000001,16.052945200000003,16.0792,0.625,0.6117,13.708653,5.3,2.8,3.5,73.24813505,8500.0,1700.0,63780264300.0,6378026400.0,673.5987,430.2949,100.0,0.23464300000000002,0.288501626858498,0.8333333333333334,6.735987,92.60870687144998,6.735987
neo,continuation,llama3-8b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,17.140349999999998,18.92132,20.161097,20.1697397,20.1707,0.65,0.6339,17.039096,5.3,2.8,3.5,58.812261529999994,8500.0,1700.0,85040352500.0,8504035200.0,849.5418999999999,548.8044,100.0,0.334829,0.4114122201636698,0.8333333333333334,8.495419,145.61445505664997,8.495419
neo,continuation,llama4-17b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,27.86805,32.080985000000005,33.7998,33.94236,33.9582,0.7625,0.7339,27.979173,5.3,2.8,3.5,35.92997504,8500.0,1700.0,180710749000.0,18071074900.0,1453.8314,974.067,100.0,0.47913599999999995,0.5987610920893242,0.8333333333333334,14.538314,405.1544614677,14.538314
neo,continuation,mixtral-8x7b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,41.03105,48.44813,49.16234200000001,50.903534200000024,51.097,1.1125,1.045,41.813725000000005,5.3,2.8,3.5,23.986913760000004,8500.0,1700.0,478351982600.0,47835198300.0,2287.3978,1598.4339,100.0,1.019169,1.2290594370086418,0.8333333333333334,22.873978,938.5433350169001,22.873978
neo,continuation,vit-h14,fp16,0,1,1,1,100,5,synthetic_expected_projection_not_measured,5.26785,5.938965,6.081111,6.135551100000001,6.1416,0.5813,0.5728,5.238718,5.3,2.8,3.5,191.1275488,8500.0,1700.0,26575110100.0,2657511000.0,254.0985,160.1832,100.0,0.10562299999999998,0.1339531474060987,0.8333333333333334,2.540985,13.38552783225,2.540985
neo,generation,gpt-j-6b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,2118.62515,2411.71126,2467.8030950000007,2498.2659395,2501.6507,0.625,0.6117,2118.614471,5.3,2.8,3.5,30.3571393,8500.0,1700.0,40587440900.0,8929237000.0,104061.9356,66474.7644,6400.0,44.64932000000001,55.80916002025652,0.8333333333333334,1040.619356,2204682.339198403,16.2596774375
neo,generation,llama3-8b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,2612.4291000000003,2947.230415,3085.9783,3110.2580500000004,3112.9558,0.65,0.6339,2625.3802389999996,5.3,2.8,3.5,24.425244929999998,8500.0,1700.0,54116587900.0,11905649300.0,130863.9319,84538.0999,6400.0,52.31224900000001,68.68969617479684,0.8333333333333334,1308.639319,3418727.438359783,20.447489359375
neo,generation,llama4-17b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,4417.7835,4894.999555,5583.282059000001,5630.839985900001,5636.1242,0.7625,0.7339,4441.199798,5.3,2.8,3.5,14.551452609999998,8500.0,1700.0,114997749400.0,25299504900.0,229585.237,153822.1089,6400.0,78.72628999999995,99.93343335637175,0.8333333333333334,2295.85237,10142578.718621895,35.87269328125
neo,generation,mixtral-8x7b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,6479.096100000001,7308.019135,7622.5942460000015,7907.878724600004,7939.577,1.1125,1.045,6542.469854,5.3,2.8,3.5,9.82477389,8500.0,1700.0,304405807100.0,66969277600.0,357347.1795,249714.2089,6400.0,140.83681400000003,175.16544323703923,0.8333333333333334,3573.4717950000004,23152867.170444503,55.835496796875006
neo,generation,vit-h14,fp16,0,0,1,1,100,5,synthetic_expected_projection_not_measured,826.3357000000001,932.46744,974.1829460000001,991.0893146000003,992.9678,0.5813,0.5728,825.402335,5.3,2.8,3.5,1.20898197,8500.0,1700.0,16911433700.0,3720515400.0,40131.8192,25299.0986,100.0,17.707633,22.0883954210599,0.8333333333333334,401.31819199999995,331623.5491090544,401.31819199999995
neo,scoring,gpt-j-6b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,120.44505000000001,136.59586,140.97636000000003,146.86230600000007,147.5163,0.625,0.6117,121.89041900000001,5.3,2.8,3.5,528.0837457800001,8500.0,1700.0,63780264300.0,6378026400.0,5977.7658,3818.5969,6400.0,2.561088,3.2406179016045686,0.8333333333333334,59.777658,7199.923006692901,0.93402590625
neo,scoring,llama3-8b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,150.3547,169.795775,174.49120500000004,176.20237050000003,176.3925,0.65,0.6339,150.773008,5.3,2.8,3.5,426.95402851,8500.0,1700.0,85040352500.0,8504035200.0,7488.6549,4837.6711,6400.0,2.763693,3.455928416894656,0.8333333333333334,74.886549,11259.5446089303,1.170102328125
neo,scoring,llama4-17b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,254.57665,284.39106999999996,294.449316,307.9850316000001,309.489,0.7625,0.7339,255.549087,5.3,2.8,3.5,251.89885604,8500.0,1700.0,180710749000.0,18071074900.0,13258.44,8883.1541,6400.0,5.954716000000001,7.347116845212143,0.8333333333333334,132.58440000000002,33752.89239426,2.0716312500000003
neo,scoring,mixtral-8x7b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,375.3917,423.21291999999994,447.41910900000016,473.1074409000003,475.9617,1.1125,1.045,375.050016,5.3,2.8,3.5,171.41115902,8500.0,1700.0,478351982600.0,47835198300.0,20518.1651,14338.0938,6400.0,8.321416999999999,9.87247870134446,0.8333333333333334,205.181651,77023.4887776967,3.205963296875
neo,scoring,vit-h14,fp16,0,0,1,1,100,5,synthetic_expected_projection_not_measured,87.518,98.12096,99.64578,99.98257799999999,100.02,0.5813,0.5728,88.47274999999999,5.3,2.8,3.5,11.364145820000001,8500.0,1700.0,26575110100.0,2657511000.0,4265.2633,2688.8221,100.0,1.7503469999999992,2.101554823243971,0.8333333333333334,42.652632999999994,3732.8731348939996,42.652632999999994
neo,ttft,gpt-j-6b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,327.50475,373.128695,379.672337,387.7837337000001,388.685,0.625,0.6117,325.775795,5.3,2.8,3.5,3.0894169199999997,8500.0,1700.0,63780264300.0,6378026400.0,15988.212,10213.2697,100.0,5.485621000000001,7.124534207420161,0.8333333333333334,159.88212,52362.153740069996,159.88212
neo,ttft,llama3-8b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,398.3613,453.254635,485.9258050000001,492.59093050000007,493.3315,0.65,0.6339,400.10442900000004,5.3,2.8,3.5,2.5056914,8500.0,1700.0,85040352500.0,8504035200.0,19953.6159,12890.0357,100.0,8.016203000000004,10.167408371079627,0.8333333333333334,199.536159,79487.48369624671,199.536159
neo,ttft,llama4-17b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,665.66355,751.201245,801.8542600000002,840.0478660000005,844.2916,0.7625,0.7339,670.3404919999999,5.3,2.8,3.5,1.50184342,8500.0,1700.0,180710749000.0,18071074900.0,34773.1315,23297.998199999998,100.0,13.267121000000001,16.832770662921185,0.8333333333333334,347.73131500000005,231472.06158906827,347.73131500000005
neo,ttft,mixtral-8x7b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,1024.2017,1153.8864649999998,1183.5296980000003,1213.9571698000002,1217.338,1.1125,1.045,1023.3881449999999,5.3,2.8,3.5,0.98436164,8500.0,1700.0,478351982600.0,47835198300.0,55767.5152,38970.3394,100.0,20.44751399999999,25.830117870292426,0.8333333333333334,557.675152,571171.8387261585,557.675152
neo,ttft,vit-h14,fp16,0,1,1,1,100,5,synthetic_expected_projection_not_measured,230.59345000000002,260.220895,274.937906,280.8814106000001,281.5418,0.5813,0.5728,228.93731100000002,5.3,2.8,3.5,4.383281380000001,8500.0,1700.0,26575110100.0,2657511000.0,11085.901,6988.5521,100.0,4.381064999999999,5.458519948823124,0.8333333333333334,110.85901,25563.361579484503,110.85901
ramses,continuation,gpt-j-6b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,10.7958,11.963379999999999,12.339630000000001,12.654153000000003,12.6891,0.625,0.5627,10.758697,6.14,3.22,1.4,93.33499567000001,9700.0,700.0,53858889900.0,5385889000.0,495.6113,316.5969,100.0,0.2064,0.2639674347339081,0.9326923076923077,4.956113,53.5052047254,4.956113
ramses,continuation,llama3-8b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,13.47155,15.057310000000001,16.101556000000006,16.525315600000003,16.5724,0.65,0.5849,13.437470000000001,6.14,3.22,1.4,74.66133749,9700.0,700.0,71811853200.0,7181185300.0,628.8172,406.21569999999997,100.0,0.31507600000000013,0.3834518394792233,0.9326923076923077,6.288171999999999,84.7114235066,6.288171999999999
ramses,continuation,llama4-17b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,22.6665,26.196665,26.705045000000005,27.448584500000006,27.5312,0.7625,0.6849,22.537291999999997,6.14,3.22,1.4,44.56164845,9700.0,700.0,152600188000.0,15260018800.0,1104.2852,739.8705,100.0,0.43484599999999973,0.5407947094785598,0.9326923076923077,11.042852,250.302804858,11.042852
ramses,continuation,mixtral-8x7b,fp16,128,1,1,1,100,5,synthetic_expected_projection_not_measured,32.991150000000005,36.848415,39.42695100000001,40.981835100000026,41.1546,1.1125,0.996,32.978696,6.14,3.22,1.4,30.40104715,9700.0,700.0,403941674200.0,40394167400.0,1701.982,1189.3444,100.0,0.7476320000000001,0.9229643724434868,0.9326923076923077,17.01982,561.5034345930001,17.01982
ramses,continuation,vit-h14,fp16,0,1,1,1,100,5,synthetic_expected_projection_not_measured,4.16875,4.5994649999999995,4.643452,4.6480852,4.6486,0.5813,0.5238,4.171431999999999,6.14,3.22,1.4,241.05143139,9700.0,700.0,22441204100.0,2244120400.0,188.515,118.8403,100.0,0.08913700000000002,0.10589723367491714,0.9326923076923077,1.8851499999999999,7.8587190625,1.8851499999999999
ramses,generation,gpt-j-6b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,1686.4288000000001,1915.3383500000002,2002.5016850000002,2016.0880985000003,2017.5977,0.625,0.5627,1671.7599989999999,6.14,3.22,1.4,38.45936419,9700.0,700.0,34273839000.0,7540244600.0,77164.0873,49292.4189,6400.0,34.11610300000003,40.221650872187006,0.9326923076923077,771.6408729999999,1301317.3914843425,12.056888640624999
ramses,generation,llama3-8b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,2068.6031,2379.83709,2575.644889,2576.9714989,2577.1189,0.65,0.5849,2092.346223,6.14,3.22,1.4,30.862713709999998,9700.0,700.0,45698452000.0,10053659400.0,97356.6774,62892.4137,6400.0,37.318042000000005,45.8116759979571,0.9326923076923077,973.566774,2013923.2467533993,15.21198084375
ramses,generation,llama4-17b,fp16,128,64,1,1,100,5,synthetic_expected_projection_not_measured,3451.1562999999996,3905.43649,4020.3313179999996,4027.7460418,4028.5699,0.7625,0.6849,3459.0844549999997,6.14,3.22,1.4,18.59513272,9700.0,700.0,97109210600.0,21364026300.0,169065.1073,113273.6214,6400.0,71.79150300000002,87.4257116889883,0.9326923076923077,1690.651073,5834701.101685709,26.416423015625
